matrix-mult,parallel-non-tiled,1,speed-up,1000,1000,5.834175
matrix-mult,parallel-paw-tiled,1,speed-up,1000,1000,6.599456
matrix-mult,parallel-non-tiled,2,speed-up,1000,1000,2.985354
matrix-mult,parallel-paw-tiled,2,speed-up,1000,1000,6.593378
matrix-mult,parallel-non-tiled,3,speed-up,1000,1000,1.990410
matrix-mult,parallel-paw-tiled,3,speed-up,1000,1000,6.595828
matrix-mult,parallel-non-tiled,4,speed-up,1000,1000,1.484667
matrix-mult,parallel-paw-tiled,4,speed-up,1000,1000,6.620002
matrix-mult,parallel-non-tiled,5,speed-up,1000,1000,1.194693
matrix-mult,parallel-paw-tiled,5,speed-up,1000,1000,6.580403
matrix-mult,parallel-non-tiled,6,speed-up,1000,1000,1.026477
matrix-mult,parallel-paw-tiled,6,speed-up,1000,1000,6.605915
matrix-mult,parallel-non-tiled,7,speed-up,1000,1000,0.876866
matrix-mult,parallel-paw-tiled,7,speed-up,1000,1000,6.621413
matrix-mult,parallel-non-tiled,8,speed-up,1000,1000,0.777259
matrix-mult,parallel-paw-tiled,8,speed-up,1000,1000,6.577357
matrix-mult,parallel-non-tiled,9,speed-up,1000,1000,0.673870
matrix-mult,parallel-paw-tiled,9,speed-up,1000,1000,6.368209
matrix-mult,parallel-non-tiled,10,speed-up,1000,1000,1.416061
matrix-mult,parallel-paw-tiled,10,speed-up,1000,1000,6.619986
matrix-mult,parallel-non-tiled,11,speed-up,1000,1000,0.798463
matrix-mult,parallel-paw-tiled,11,speed-up,1000,1000,6.608495
matrix-mult,parallel-non-tiled,12,speed-up,1000,1000,0.723585
matrix-mult,parallel-paw-tiled,12,speed-up,1000,1000,6.579801
matrix-mult,parallel-non-tiled,13,speed-up,1000,1000,0.669321
matrix-mult,parallel-paw-tiled,13,speed-up,1000,1000,6.625252
matrix-mult,parallel-non-tiled,14,speed-up,1000,1000,0.665236
matrix-mult,parallel-paw-tiled,14,speed-up,1000,1000,6.513532
matrix-mult,parallel-non-tiled,15,speed-up,1000,1000,0.587908
matrix-mult,parallel-paw-tiled,15,speed-up,1000,1000,6.574251
matrix-mult,parallel-non-tiled,16,speed-up,1000,1000,0.565864
matrix-mult,parallel-paw-tiled,16,speed-up,1000,1000,6.603277
matrix-mult,parallel-non-tiled,17,speed-up,1000,1000,0.754086
matrix-mult,parallel-paw-tiled,17,speed-up,1000,1000,6.459702
matrix-mult,parallel-non-tiled,18,speed-up,1000,1000,0.538412
matrix-mult,parallel-paw-tiled,18,speed-up,1000,1000,6.525816
matrix-mult,parallel-non-tiled,19,speed-up,1000,1000,0.539266
matrix-mult,parallel-paw-tiled,19,speed-up,1000,1000,6.562516
matrix-mult,parallel-non-tiled,20,speed-up,1000,1000,0.525957
matrix-mult,parallel-paw-tiled,20,speed-up,1000,1000,6.506495
matrix-mult,parallel-non-tiled,21,speed-up,1000,1000,0.415975
matrix-mult,parallel-paw-tiled,21,speed-up,1000,1000,6.510171
matrix-mult,parallel-non-tiled,22,speed-up,1000,1000,0.435323
matrix-mult,parallel-paw-tiled,22,speed-up,1000,1000,6.367526
matrix-mult,parallel-non-tiled,23,speed-up,1000,1000,0.391790
matrix-mult,parallel-paw-tiled,23,speed-up,1000,1000,6.580004
matrix-mult,parallel-non-tiled,24,speed-up,1000,1000,0.366966
matrix-mult,parallel-paw-tiled,24,speed-up,1000,1000,6.557181
matrix-mult,parallel-non-tiled,25,speed-up,1000,1000,0.425991
matrix-mult,parallel-paw-tiled,25,speed-up,1000,1000,6.631832
matrix-mult,parallel-non-tiled,26,speed-up,1000,1000,0.435861
matrix-mult,parallel-paw-tiled,26,speed-up,1000,1000,6.513523
matrix-mult,parallel-non-tiled,27,speed-up,1000,1000,0.392201
matrix-mult,parallel-paw-tiled,27,speed-up,1000,1000,6.547607
matrix-mult,parallel-non-tiled,28,speed-up,1000,1000,0.336852
matrix-mult,parallel-paw-tiled,28,speed-up,1000,1000,6.549445
matrix-mult,parallel-non-tiled,29,speed-up,1000,1000,0.364499
matrix-mult,parallel-paw-tiled,29,speed-up,1000,1000,6.570333
matrix-mult,parallel-non-tiled,30,speed-up,1000,1000,0.280253
matrix-mult,parallel-paw-tiled,30,speed-up,1000,1000,6.588296
matrix-mult,parallel-non-tiled,31,speed-up,1000,1000,0.305537
matrix-mult,parallel-paw-tiled,31,speed-up,1000,1000,6.648427
matrix-mult,parallel-non-tiled,32,speed-up,1000,1000,0.295465
matrix-mult,parallel-paw-tiled,32,speed-up,1000,1000,6.536949
